Site ID,Name,Principal Investigator,Data Use Policy,AmeriFlux BASE Data,AmeriFlux FLUXNET Data,Vegetation Abbreviation (IGBP),Vegetation Description (IGBP),Climate Class Abbreviation (Koeppen),Climate Class Description (Koeppen),Mean Average Precipitation (mm),Mean Average Temperature (degrees C),Country,Latitude (degrees),Longitude (degrees),Elevation (m),Years of AmeriFlux BASE Data,AmeriFlux BASE DOI,Years of AmeriFlux FLUXNET Data,AmeriFlux FLUXNET DOI,Site Start,Site End,BASE variables available,FLUXNET variables available,geometry,koppen_color_id,#_yr_data,circle_size,filename
CA-ARF,Attawapiskat River Fen,Elyn Humphreys (elynhumphreys@cunet.carleton.ca),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Dfb,Warm Summer Continental: significant precipitation in all seasons ,700.0,-1.3,Canada,52.7008,-83.955,88.0,"2011, 2012, 2013, 2014, 2015",https://doi.org/10.17190/AMF/1480318,"2011, 2012, 2013, 2014, 2015",https://doi.org/10.17190/AMF/1902822,2010,,"ALB, CO2, D_SNOW, FC, G, H, LE, LW_IN, LW_OUT, MO_LENGTH, P, PA, RH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL",,POINT (-83.955 52.7008),26,5.0,5,AMF_CA-ARF_FLUXNET_FULLSET_HH_2011-2015_3-5.csv
CA-ARB,Attawapiskat River Bog,Elyn Humphreys (elynhumphreys@cunet.carleton.ca),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Dfb,Warm Summer Continental: significant precipitation in all seasons ,700.0,-1.3,Canada,52.695,-83.9452,90.0,"2011, 2012, 2013, 2014, 2015",https://doi.org/10.17190/AMF/1480319,"2011, 2012, 2013, 2014, 2015",https://doi.org/10.17190/AMF/1902821,2010,,"ALB, CO2, D_SNOW, FC, G, H, LE, LW_IN, LW_OUT, MO_LENGTH, P, PA, RH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL",,POINT (-83.9452 52.695),26,5.0,5,AMF_CA-ARB_FLUXNET_FULLSET_HH_2011-2015_3-5.csv
US-xTA,NEON Talladega National Forest (TALL),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1382.68,17.2,USA,32.9505,-87.3933,135.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671902,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985455,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-87.3933 32.9505),14,5.0,5,AMF_US-xTA_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-Sne,Sherman Island Restored Wetland,Dennis Baldocchi (Baldocchi@berkeley.edu),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Csa,"Mediterranean: mild with dry, hot summer",311.0,16.09,USA,38.0369,-121.7547,-5.0,"2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1418684,"2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1871144,2016,,"CH4, CO2, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, G, GPP, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL",,POINT (-121.7547 38.0369),8,5.0,5,AMF_US-Sne_FLUXNET_FULLSET_HH_2016-2020_3-5.csv
US-xSE,NEON Smithsonian Environmental Research Center (SERC),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1074.65,13.6,USA,38.8901,-76.56,15.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617734,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985452,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-76.56 38.8901),14,5.0,5,AMF_US-xSE_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xAE,NEON Klemme Range Research Station (OAES),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",778.85,15.5,USA,35.4106,-99.0588,516.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671891,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985434,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-99.05880000000001 35.4106),14,5.0,5,AMF_US-xAE_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xBR,NEON Bartlett Experimental Forest (BART),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,1246.0,5.6,USA,44.0639,-71.2873,232.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579542,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1881598,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-71.2873 44.0639),26,5.0,5,AMF_US-xBR_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xCL,NEON LBJ National Grassland (CLBJ),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",925.61,17.5,USA,33.4012,-97.57,259.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671894,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985435,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-97.56999999999999 33.4012),14,5.0,5,AMF_US-xCL_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xDC,NEON Dakota Coteau Field School (DCFS),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Dfb,Warm Summer Continental: significant precipitation in all seasons ,489.74,4.9,USA,47.1617,-99.1066,559.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617728,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985437,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-99.1066 47.1617),26,5.0,5,AMF_US-xDC_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xDL,NEON Dead Lake (DELA),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,MF,Mixed Forests: Lands dominated by trees with a percent cover >60% and height exceeding 2 meters.  Consists of tree communities with interspersed mixtures or mosaics of the other four forest types.  None of the forest types exceeds 60% of landscape.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1372.0,17.6,USA,32.5417,-87.8039,22.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579721,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985438,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-87.8039 32.5417),14,5.0,5,AMF_US-xDL_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xDS,NEON Disney Wilderness Preserve (DSNY),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,CVM,"Cropland/Natural Vegetation Mosaics: Lands with a mosaic of croplands, forest, shrublands, and grasslands in which no one component comprises more than 60% of the landscape",Cfa,"Humid Subtropical: mild with no dry season, hot summer",1216.09,22.5,USA,28.125,-81.4362,15.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671895,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985439,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-81.4362 28.125),14,5.0,5,AMF_US-xDS_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xGR,"NEON Great Smoky Mountains National Park, Twin Creeks (GRSM)",National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1375.0,13.1,USA,35.689,-83.5019,579.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1634885,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985440,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-83.50190000000001 35.689),14,5.0,5,AMF_US-xGR_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xHA,NEON Harvard Forest (HARV),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,1071.0,6.62,USA,42.5369,-72.1727,351.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1562391,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985441,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-72.17270000000001 42.5369),26,5.0,5,AMF_US-xHA_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xHE,NEON Healy (HEAL),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,ET,Tundra,320.0,-4.0,USA,63.8757,-149.2133,705.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617729,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985442,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-149.2133 63.8757),29,5.0,5,AMF_US-xHE_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-CF4,CAF-LTAR Boyd South,Dave Huggins (David.Huggins@ars.usda.gov),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dsb,Warm Summer Continental: warm summer,550.0,9.0,USA,46.7518,-117.1285,795.0,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1543384,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1881575,2017,,"CO2, FC, FC_SSITC_TEST, FETCH_90, FETCH_MAX, H, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, NETRAD, P, PA, PPFD_IN, RH, SWC, TA, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL",,POINT (-117.1285 46.7518),18,5.0,5,AMF_US-CF4_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-CF3,CAF-LTAR Boyd North,Dave Huggins (David.Huggins@ars.usda.gov),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Dsb,Warm Summer Continental: warm summer,550.0,9.0,USA,46.7551,-117.1261,795.0,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1543385,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1881574,2017,,"CO2, FC, FC_SSITC_TEST, FETCH_90, FETCH_MAX, H, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, NETRAD, P, PA, PPFD_IN, RH, SWC, TA, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL",,POINT (-117.1261 46.7551),18,5.0,5,AMF_US-CF3_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xJE,NEON Jones Ecological Research Center (JERC),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1307.97,19.2,USA,31.1948,-84.4686,44.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617730,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985443,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-84.4686 31.1948),14,5.0,5,AMF_US-xJE_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xKA,NEON Konza Prairie Biological Station - Relocatable (KONA),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",850.63,12.7,USA,39.1104,-96.6129,1329.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579722,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985444,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-96.6129 39.1104),14,5.0,5,AMF_US-xKA_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xKZ,NEON Konza Prairie Biological Station (KONZ),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",870.38,12.4,USA,39.1008,-96.5631,381.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1562392,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985445,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-96.56310000000001 39.1008),14,5.0,5,AMF_US-xKZ_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-BRG,Bayles Road Grassland Tower,Kimberly Novick (knovick@indiana.edu),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",1200.0,11.8,USA,39.2167,-86.5406,180.0,"2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/1756416,"2016, 2017, 2018, 2019, 2020",https://doi.org/10.17190/AMF/2006970,2016,2021.0,"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, P, PA, PPFD_IN, RH, SWC, SW_IN, SW_OUT, TA, TS, T_SONIC, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA",,POINT (-86.5406 39.2167),14,5.0,5,AMF_US-BRG_FLUXNET_FULLSET_HH_2016-2020_3-5.csv
US-Bi2,Bouldin Island corn,Dennis Baldocchi (baldocchi@berkeley.edu),CC-BY-4.0,Yes,Yes,CRO,"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type.",Csa,"Mediterranean: mild with dry, hot summer",338.0,16.0,USA,38.1091,-121.5351,-5.0,"2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1419513,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1871135,2017,,"CH4, CO2, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, G, GPP, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SPEC_NIR_IN, SPEC_NIR_OUT, SPEC_PRI_REF_IN, SPEC_PRI_REF_OUT, SPEC_PRI_TGT_IN, SPEC_PRI_TGT_OUT, SPEC_RED_IN, SPEC_RED_OUT, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL",,POINT (-121.5351 38.1091),8,5.0,5,AMF_US-Bi2_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
US-xMB,NEON Moab (MOAB),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Bsk,Steppe: warm winter,319.46,10.1,USA,38.2483,-109.3883,1767.0,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671896,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985446,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,POINT (-109.3883 38.2483),7,5.0,5,AMF_US-xMB_FLUXNET_FULLSET_HH_2017-2021_3-5.csv
